date,ticket,open,high,low,close,volume
11/11/2025,MBB,23150,23350,23000,23200,15211100
11/12/2025,MBB,23350,23800,23200,23700,17528300
11/13/2025,MBB,23750,23800,23500,23500,19631300
11/14/2025,MBB,23450,23650,23300,23500,16560800
11/17/2025,MBB,23600,23950,23600,23800,16843400
11/18/2025,MBB,23800,23950,23700,23700,19492900
11/19/2025,MBB,23750,23800,23400,23500,16581700
11/20/2025,MBB,23700,23700,23300,23350,13622300
11/21/2025,MBB,23250,23250,23000,23200,26669000
11/24/2025,MBB,23250,23400,23050,23150,10531000
11/25/2025,MBB,23200,23300,22800,22850,18502700
11/26/2025,MBB,22900,23450,22850,23250,21635300
11/27/2025,MBB,23350,23650,23300,23500,22892300
11/28/2025,MBB,23500,23500,23250,23250,11759400
12/01/2025,MBB,23300,23400,23200,23200,7796300
12/02/2025,MBB,23200,23600,23000,23550,19166400
12/03/2025,MBB,23550,24600,23550,24550,56674900
12/04/2025,MBB,24800,26000,24800,25700,80906200
12/05/2025,MBB,25800,25800,25100,25150,29444500
12/08/2025,MBB,25000,25550,24850,25300,22616800
12/09/2025,MBB,25050,25200,24350,24700,34378900
12/10/2025,MBB,24700,25450,24600,25150,25865300
12/11/2025,MBB,25250,25300,24700,24850,15190600
12/12/2025,MBB,24900,24950,24000,24000,21849200
12/15/2025,MBB,24000,24200,23650,23750,16023100
12/16/2025,MBB,23850,24750,23500,24450,21422000
12/17/2025,MBB,24550,24700,24350,24400,9524600
12/18/2025,MBB,24300,24700,24250,24650,12957300
12/19/2025,MBB,24650,24700,24500,24700,10343600
12/22/2025,MBB,24850,25400,24650,25250,26664100
12/23/2025,MBB,25350,25650,24900,25100,21996200
12/24/2025,MBB,25100,25550,24950,25300,24794700
12/25/2025,MBB,25250,25550,25000,25000,17926700
12/26/2025,MBB,24700,25000,24200,24850,24369500
12/29/2025,MBB,24850,25000,24700,24850,11448200
12/30/2025,MBB,24900,25200,24850,25000,12056900
12/31/2025,MBB,25000,25300,24950,25300,23824800
